Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,InfoDate,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,DateSurvey,EmployeeID,Attrition,retirementDate,retirementType,resignationReason
40,Travel_Rarely,Human Resources,2,3,Medical,1,3451,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,2016-12-31,3451,3.0,1.0,2.0,2016-12-31,,,,,
26,Travel_Frequently,Research & Development,3,3,Medical,1,3452,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,2016-12-31,3452,1.0,3.0,3.0,2016-12-31,,,,,
46,Travel_Rarely,Research & Development,2,1,Medical,1,3453,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,2016-12-31,3453,4.0,4.0,3.0,2016-12-31,,,,,
54,Travel_Rarely,Research & Development,5,3,Medical,1,3454,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,2016-12-31,3454,3.0,3.0,3.0,2016-12-31,,,,,
56,Travel_Frequently,Research & Development,1,2,Life Sciences,1,3455,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,2016-12-31,3455,1.0,3.0,3.0,2016-12-31,,,,,
36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3456,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,2016-12-31,3456,4.0,4.0,2.0,2016-12-31,,,,,
55,Non-Travel,Research & Development,2,3,Medical,1,3457,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,2016-12-31,3457,3.0,1.0,4.0,2016-12-31,,,,,
43,Travel_Rarely,Sales,25,2,Life Sciences,1,3458,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,2016-12-31,3458,3.0,4.0,3.0,2016-12-31,,,,,
20,Travel_Frequently,Sales,8,3,Marketing,1,7869,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,2016-12-31,7869,4.0,4.0,3.0,2016-12-31,,,,,
21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,7870,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,2016-12-31,7870,3.0,1.0,2.0,2016-12-31,,,,,
46,Travel_Rarely,Sales,12,3,Marketing,1,3461,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,2016-12-31,3461,4.0,1.0,3.0,2016-12-31,,,,,
51,Travel_Rarely,Sales,23,3,Medical,1,7872,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,2016-12-31,7872,1.0,3.0,4.0,2016-12-31,,,,,
28,Non-Travel,Research & Development,19,4,Life Sciences,1,7873,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2016-12-31,7873,2.0,1.0,2.0,2016-12-31,,,,,
26,Travel_Rarely,Research & Development,5,4,Medical,1,3464,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,2016-12-31,3464,1.0,1.0,3.0,2016-12-31,,,,,
30,Travel_Rarely,Research & Development,8,3,Medical,1,3465,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,2016-12-31,3465,3.0,1.0,2.0,2016-12-31,,,,,
41,Travel_Rarely,Sales,1,4,Life Sciences,1,3466,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2016-12-31,3466,2.0,3.0,3.0,2016-12-31,,,,,
38,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3467,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,2016-12-31,3467,3.0,3.0,2.0,2016-12-31,,,,,
40,Travel_Rarely,Sales,1,4,Marketing,1,3468,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,2016-12-31,3468,1.0,4.0,3.0,2016-12-31,,,,,
27,Non-Travel,Sales,11,3,Technical Degree,1,3469,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,2016-12-31,3469,1.0,3.0,3.0,2016-12-31,,,,,
55,Travel_Frequently,Research & Development,23,5,Life Sciences,1,3470,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,2016-12-31,3470,4.0,2.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3471,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,2016-12-31,3471,3.0,3.0,4.0,2016-12-31,,,,,
44,Travel_Rarely,Research & Development,18,4,Life Sciences,1,7882,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2016-12-31,7882,2.0,1.0,3.0,2016-12-31,,,,,
33,Travel_Rarely,Sales,23,4,Marketing,1,3473,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,2016-12-31,3473,4.0,4.0,3.0,2016-12-31,,,,,
35,Travel_Rarely,Sales,7,4,Life Sciences,1,7884,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,2016-12-31,7884,4.0,1.0,3.0,2016-12-31,,,,,
33,Travel_Frequently,Research & Development,1,2,Life Sciences,1,7885,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,2016-12-31,7885,1.0,3.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Human Resources,1,1,Human Resources,1,3476,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,2016-12-31,3476,1.0,3.0,2.0,2016-12-31,,,,,
34,Travel_Frequently,Sales,29,4,Marketing,1,3477,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,2016-12-31,3477,1.0,4.0,2.0,2016-12-31,,,,,
37,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3478,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,2016-12-31,3478,4.0,4.0,3.0,2016-12-31,,,,,
25,Travel_Rarely,Human Resources,25,4,Human Resources,1,7889,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,2016-12-31,7889,4.0,4.0,4.0,2016-12-31,,,,,
26,Travel_Rarely,Sales,8,2,Marketing,1,7890,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,2016-12-31,7890,1.0,3.0,2.0,2016-12-31,,,,,
33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,7891,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,2016-12-31,7891,1.0,2.0,3.0,2016-12-31,,,,,
42,Travel_Rarely,Research & Development,11,1,Life Sciences,1,3482,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,2016-12-31,3482,4.0,1.0,3.0,2016-12-31,,,,,
28,Travel_Frequently,Research & Development,7,3,Life Sciences,1,7893,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,2016-12-31,7893,1.0,2.0,3.0,2016-12-31,,,,,
50,Travel_Frequently,Research & Development,1,4,Medical,1,7894,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,2016-12-31,7894,4.0,3.0,3.0,2016-12-31,,,,,
33,Travel_Frequently,Sales,9,3,Medical,1,3485,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,2016-12-31,3485,4.0,2.0,3.0,2016-12-31,,,,,
34,Non-Travel,Sales,1,1,Marketing,1,3486,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,2016-12-31,3486,3.0,4.0,3.0,2016-12-31,,,,,
48,Non-Travel,Sales,2,1,Life Sciences,1,3487,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,2016-12-31,3487,1.0,4.0,2.0,2016-12-31,,,,,
45,Non-Travel,Research & Development,1,3,Medical,1,3488,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2016-12-31,3488,2.0,3.0,3.0,2016-12-31,,,,,
52,Travel_Rarely,Sales,1,3,Life Sciences,1,3489,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2016-12-31,3489,2.0,2.0,3.0,2016-12-31,,,,,
38,Travel_Rarely,Research & Development,6,2,Medical,1,3490,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,2016-12-31,3490,3.0,3.0,3.0,2016-12-31,,,,,
29,Travel_Rarely,Research & Development,8,3,Medical,1,3491,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,2016-12-31,3491,3.0,4.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Human Resources,1,3,Human Resources,1,3492,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,2016-12-31,3492,4.0,2.0,2.0,2016-12-31,,,,,
46,Travel_Rarely,Research & Development,6,4,Medical,1,3493,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,2016-12-31,3493,1.0,3.0,3.0,2016-12-31,,,,,
38,Travel_Rarely,Research & Development,7,4,Medical,1,3494,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,2016-12-31,3494,4.0,2.0,3.0,2016-12-31,,,,,
43,Travel_Frequently,Research & Development,5,3,Medical,1,3495,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,2016-12-31,3495,3.0,1.0,3.0,2016-12-31,,,,,
39,Travel_Frequently,Sales,1,3,Marketing,1,7906,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,2016-12-31,7906,1.0,4.0,3.0,2016-12-31,,,,,
40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,3497,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,2016-12-31,3497,3.0,3.0,4.0,2016-12-31,,,,,
21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3498,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,2016-12-31,3498,4.0,2.0,4.0,2016-12-31,,,,,
39,Non-Travel,Research & Development,6,3,Life Sciences,1,3499,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,2016-12-31,3499,3.0,2.0,2.0,2016-12-31,,,,,
36,Non-Travel,Research & Development,1,3,Medical,1,3500,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,2016-12-31,3500,1.0,4.0,3.0,2016-12-31,,,,,
31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,3501,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,2016-12-31,3501,3.0,4.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Sales,2,4,Marketing,1,3502,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,2016-12-31,3502,1.0,2.0,1.0,2016-12-31,,,,,
35,Travel_Frequently,Research & Development,9,2,Other,1,3503,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,2016-12-31,3503,4.0,4.0,3.0,2016-12-31,,,,,
49,Travel_Rarely,Sales,2,2,Medical,1,3504,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,2016-12-31,3504,4.0,2.0,3.0,2016-12-31,,,,,
34,Travel_Frequently,Sales,9,1,Technical Degree,1,3505,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,2016-12-31,3505,4.0,3.0,2.0,2016-12-31,,,,,
29,Travel_Frequently,Research & Development,1,4,Medical,1,3506,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,2016-12-31,3506,4.0,2.0,2.0,2016-12-31,,,,,
42,Travel_Rarely,Sales,21,2,Life Sciences,1,3507,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2016-12-31,3507,2.0,4.0,3.0,2016-12-31,,,,,
29,Travel_Rarely,Sales,4,2,Other,1,3508,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2016-12-31,3508,2.0,4.0,2.0,2016-12-31,,,,,
38,Travel_Rarely,Research & Development,1,3,Medical,1,3509,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,2016-12-31,3509,3.0,3.0,4.0,2016-12-31,,,,,
28,Travel_Frequently,Sales,6,4,Life Sciences,1,3510,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,2016-12-31,3510,3.0,3.0,3.0,2016-12-31,,,,,
18,Non-Travel,Research & Development,2,4,Medical,1,7921,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,2016-12-31,7921,3.0,3.0,3.0,2016-12-31,,,,,
33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,7922,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,2016-12-31,7922,1.0,1.0,3.0,2016-12-31,,,,,
41,Travel_Rarely,Research & Development,4,2,Medical,1,3513,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,2016-12-31,3513,2.0,4.0,3.0,2016-12-31,,,,,
31,Travel_Frequently,Sales,10,3,Technical Degree,1,7924,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,2016-12-31,7924,3.0,3.0,2.0,2016-12-31,,,,,
37,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3515,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,2016-12-31,3515,3.0,4.0,3.0,2016-12-31,,,,,
27,Travel_Rarely,Research & Development,6,2,Medical,1,3516,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,2016-12-31,3516,4.0,3.0,3.0,2016-12-31,,,,,
34,Travel_Rarely,Sales,1,1,Marketing,1,3517,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2016-12-31,3517,2.0,3.0,2.0,2016-12-31,,,,,
35,Travel_Rarely,Research & Development,6,3,Life Sciences,1,3518,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,2016-12-31,3518,3.0,3.0,1.0,2016-12-31,,,,,
29,Travel_Rarely,Research & Development,6,3,Life Sciences,1,7929,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,2016-12-31,7929,4.0,1.0,1.0,2016-12-31,,,,,
40,Travel_Frequently,Research & Development,2,4,Medical,1,3520,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2016-12-31,3520,2.0,3.0,2.0,2016-12-31,,,,,
42,Travel_Frequently,Sales,2,4,Life Sciences,1,7931,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,2016-12-31,7931,3.0,1.0,2.0,2016-12-31,,,,,
42,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3522,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2016-12-31,3522,2.0,1.0,4.0,2016-12-31,,,,,
35,Travel_Rarely,Research & Development,5,3,Medical,1,3523,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,2016-12-31,3523,4.0,3.0,3.0,2016-12-31,,,,,
24,Travel_Rarely,Sales,7,4,Life Sciences,1,3524,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,2016-12-31,3524,4.0,2.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Research & Development,15,4,Life Sciences,1,7935,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,2016-12-31,7935,3.0,4.0,2.0,2016-12-31,,,,,
26,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3526,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,2016-12-31,3526,1.0,4.0,3.0,2016-12-31,,,,,
30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3527,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,2016-12-31,3527,3.0,,3.0,2016-12-31,,,,,
40,Travel_Frequently,Research & Development,26,4,Life Sciences,1,3528,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,2016-12-31,3528,3.0,4.0,1.0,2016-12-31,,,,,
35,Travel_Rarely,Research & Development,18,5,Medical,1,3529,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,2016-12-31,3529,3.0,2.0,4.0,2016-12-31,,,,,
34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,3530,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,2016-12-31,3530,4.0,1.0,3.0,2016-12-31,,,,,
35,Travel_Frequently,Research & Development,3,3,Medical,1,3531,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,2016-12-31,3531,4.0,4.0,4.0,2016-12-31,,,,,
43,Travel_Rarely,Sales,5,3,Marketing,1,7942,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,2016-12-31,7942,1.0,3.0,2.0,2016-12-31,,,,,
32,Non-Travel,Research & Development,11,2,Other,1,3533,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,2016-12-31,3533,3.0,1.0,3.0,2016-12-31,,,,,
56,Travel_Rarely,Research & Development,3,2,Other,1,3534,Male,2,Healthcare Representative,Divorced,44490,,Y,15,8,0,28.0,3,5,4,2,2016-12-31,3534,4.0,1.0,3.0,2016-12-31,,,,,
29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,2016-12-31,3535,,4.0,3.0,2016-12-31,,,,,
19,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3536,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,2016-12-31,3536,3.0,1.0,3.0,2016-12-31,,,,,
45,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,2016-12-31,3537,1.0,3.0,2.0,2016-12-31,,,,,
37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,2016-12-31,3538,4.0,4.0,2.0,2016-12-31,,,,,
20,Travel_Rarely,Research & Development,6,3,Medical,1,3539,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,2016-12-31,3539,1.0,3.0,2.0,2016-12-31,,,,,
44,Travel_Rarely,Human Resources,6,2,Human Resources,1,7950,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,2016-12-31,7950,3.0,3.0,3.0,2016-12-31,,,,,
53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3541,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,2016-12-31,3541,4.0,3.0,3.0,2016-12-31,,,,,
29,Travel_Rarely,Research & Development,23,3,Medical,1,3542,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,2016-12-31,3542,2.0,4.0,2.0,2016-12-31,,,,,
22,Travel_Frequently,Research & Development,22,4,Medical,1,7953,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,2016-12-31,7953,3.0,4.0,3.0,2016-12-31,,,,,
46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3544,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,2016-12-31,3544,3.0,1.0,3.0,2016-12-31,,,,,
44,Non-Travel,Research & Development,20,3,Life Sciences,1,3545,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,2016-12-31,3545,4.0,3.0,3.0,2016-12-31,,,,,
33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3546,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,2016-12-31,3546,2.0,3.0,3.0,2016-12-31,,,,,
41,Non-Travel,Research & Development,12,3,Life Sciences,1,7957,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,2016-12-31,7957,1.0,1.0,1.0,2016-12-31,,,,,
30,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,2016-12-31,3548,3.0,1.0,3.0,2016-12-31,,,,,
40,Travel_Frequently,Sales,9,3,Medical,1,3549,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,2016-12-31,3549,2.0,2.0,3.0,2016-12-31,,,,,
50,Travel_Frequently,Research & Development,25,4,Life Sciences,1,3550,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,2016-12-31,3550,4.0,1.0,3.0,2016-12-31,,,,,
28,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,2016-12-31,3551,4.0,1.0,3.0,2016-12-31,,,,,
46,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,2016-12-31,3552,4.0,2.0,3.0,2016-12-31,,,,,
35,Travel_Rarely,Sales,4,4,Marketing,1,3553,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,2016-12-31,3553,3.0,1.0,3.0,2016-12-31,,,,,
24,Travel_Rarely,Human Resources,28,4,Human Resources,1,7964,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,2016-12-31,7964,4.0,2.0,1.0,2016-12-31,,,,,
33,Travel_Frequently,Research & Development,9,2,Medical,1,3555,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2016-12-31,3555,2.0,3.0,2.0,2016-12-31,,,,,
36,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,2016-12-31,3556,3.0,3.0,3.0,2016-12-31,,,,,
30,Travel_Rarely,Sales,29,3,Marketing,1,3557,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,2016-12-31,3557,3.0,3.0,2.0,2016-12-31,,,,,
44,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,2016-12-31,3558,4.0,4.0,3.0,2016-12-31,,,,,
20,Travel_Rarely,Research & Development,18,4,Medical,1,3559,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,2016-12-31,3559,3.0,4.0,3.0,2016-12-31,,,,,
46,Travel_Rarely,Sales,9,1,Medical,1,3560,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,2016-12-31,3560,4.0,4.0,2.0,2016-12-31,,,,,
42,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,2016-12-31,3561,4.0,1.0,4.0,2016-12-31,,,,,
60,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,2016-12-31,3562,2.0,4.0,3.0,2016-12-31,,,,,
32,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,2016-12-31,3563,3.0,2.0,3.0,2016-12-31,,,,,
32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,2016-12-31,3564,4.0,3.0,3.0,2016-12-31,,,,,
36,Travel_Rarely,Sales,3,2,Marketing,1,3565,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,2016-12-31,3565,3.0,1.0,3.0,2016-12-31,,,,,
33,Travel_Rarely,Sales,26,2,Marketing,1,3566,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,2016-12-31,3566,1.0,4.0,3.0,2016-12-31,,,,,
40,Travel_Rarely,Research & Development,1,3,Medical,1,3567,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,2016-12-31,3567,2.0,2.0,4.0,2016-12-31,,,,,
25,Travel_Rarely,Research & Development,6,2,Medical,1,3568,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,2016-12-31,3568,3.0,4.0,3.0,2016-12-31,,,,,
30,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,2016-12-31,3569,4.0,2.0,3.0,2016-12-31,,,,,
42,Travel_Frequently,Human Resources,8,2,Medical,1,3570,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,2016-12-31,3570,1.0,1.0,3.0,2016-12-31,,,,,
35,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,2016-12-31,3571,3.0,4.0,2.0,2016-12-31,,,,,
27,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3572,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,2016-12-31,3572,1.0,1.0,2.0,2016-12-31,,,,,
54,Travel_Frequently,Research & Development,9,2,Medical,1,3573,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,2016-12-31,3573,4.0,3.0,1.0,2016-12-31,,,,,
44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,2016-12-31,3574,1.0,4.0,3.0,2016-12-31,,,,,
19,Non-Travel,Sales,2,2,Other,1,7985,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,2016-12-31,7985,1.0,2.0,4.0,2016-12-31,,,,,
29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,2016-12-31,3576,1.0,4.0,3.0,2016-12-31,,,,,
